text,label
A contractor billed us for work that was never actually completed at our construction site.,0
The platform is not allowing me to cancel my broadband internet plan despite the terms clearly stating I can cancel anytime.,2
My relative's shop is being encroached upon by a neighbour's newly extended veranda.,0
The company is refusing to honour the warranty on my camera saying I did not register it online within a specific time.,2
A person created a fake internship certificate using our company's letterhead to mislead employers.,4
"My private research data was accessed and published by someone else without credit, what legal recourse exists?",4
A person used my saved login credentials on a shared computer to access my private accounts.,4
"After returning a wrongly delivered mixer grinder, the courier picked it up, but the platform is not issuing my refund despite several reminders.",2
There is a dispute over the valuation of my row house during a court-ordered partition among family members.,7
An AI-generated voice clone of me is being used in audio clips to trick my relatives into sending money.,4
"A new municipal rule appears to unreasonably restrict citizens' movement within the city, and I want to question its validity.",1
"I bought a warehouse property years ago, but now a stranger has shown up claiming they are the actual owner of the land.",7
A former friend created a fake testimonial using my name to promote a product I never used.,4
"My husband is questioning the legitimacy of our child, causing significant strain in our marriage.",5
I want to address concerns about my husband's excessive involvement in his parents' financial decisions.,5
The local police stopped me from organizing a peaceful protest march even though I had followed all the required procedures.,1
How can I legally challenge a public sector employer for violating my fundamental rights while carrying out their official duties?,1
Our company's website was redirected to a suspicious page after unauthorized changes were made to the domain settings.,4
"The showroom promised to replace my wardrobe within seven days of purchase, but they keep giving excuses every time I follow up.",2
Someone keeps ringing our doorbell at odd hours and running away to disturb our family.,3
I was charged extra hidden fees while purchasing a pair of wireless earphones that were never mentioned anywhere during the checkout process.,2
I want to formally partition an inherited piece of land that is currently held jointly with my cousin.,7
"Someone accessed my cloud storage and leaked my personal photos, what should I do?",4
My relative's father wants to claim maintenance but is hesitant due to strained family relationships.,5
A consultant hired for market research failed to deliver the promised report within the agreed timeline.,0
I want to challenge a newly passed state law that I believe violates the fundamental rights of ordinary citizens.,1
A hospital's patient management system was reportedly locked by hackers demanding payment to restore access.,4
Several people are allegedly conspiring to intimidate voters ahead of the local elections.,3
I want to understand if apprentices are entitled to a minimum stipend under employment norms.,6
"A distributor is selling our exclusive product line to unauthorized retailers, breaching our written agreement.",0
I was charged extra hidden fees while purchasing a sewing machine that were never mentioned anywhere during the checkout process.,2
I want to seek clarity on whether an adopted child can use both biological and adoptive family surnames.,5
I want to know the process for appointing a guardian for a minor whose parents are unable to care for them.,5
My platform reduced incentive payouts after I had already completed the required number of deliveries.,6
A district magistrate imposed restrictions preventing any public gathering in my area for reasons that were never clearly explained.,1
We agreed to divorce by mutual consent but need help drafting the settlement terms first.,5
I want to understand what protections are available to a spouse experiencing emotional abuse within marriage.,5
My relative wants to contest an existing guardianship arrangement that they believe is not in the child's interest.,5
"A person was held in preventive detention without proper grounds being communicated, and we want to challenge this constitutionally.",1
"My credit card service auto-renewed without my consent, and the company charged my card despite me never approving the renewal.",2
"I signed a lease agreement for a family house, but the landlord is now demanding an increase in rent before the agreed term.",7
"My private Instagram account was screen recorded and shared without my knowledge, what legal action can I take?",4
I want to know if agricultural land can be legally converted for residential use in Bengaluru without violating any rules.,7
"A co-founder is claiming credit for work done collectively, affecting our agreed profit-sharing arrangement.",0
"I bought a gas stove that stopped working within a week, and a big retail chain is refusing to repair or replace it. What can I do?",2
"My complaint regarding a defective leather jacket was acknowledged by customer care, but no action has actually been taken so far.",2
Someone kept an unlicensed firearm hidden at home and threatened to use it during a quarrel.,3
Someone entered our compound and let their cattle graze on our crops without asking us.,3
"I own a small plot, but local occupants have taken over the land and are refusing to vacate despite my repeated requests.",7
My relative's young daughter was slapped repeatedly by a school staff member for a minor mistake.,3
A government office in Kolkata is treating me differently from other applicants purely because of my community background.,1
Someone created a fake scholarship application website using our institute's name to collect student information.,4
"A family member is claiming that our late father verbally promised him a farmhouse, though nothing was ever put in writing.",7
I want to understand if my company can ask me to complete unpaid trial shifts before formal hiring.,6
A fire broke out in our shop shortly after receiving threats from a rival trader.,3
"I have been asking for my salary slips for the past year, but HR keeps ignoring my requests.",6
A travel agency cancelled our group booking at the last minute despite receiving full advance payment.,0
My employer classifies me as a contract worker despite my duties being identical to permanent staff.,6
"Two people are claiming ownership of the same warehouse property in Ludhiana, and I am not sure whose claim is valid.",7
"The person who sold me a small plot turns out to have only partial ownership, and other co-owners were never informed of the sale.",7
"A logistics company delivered goods to the wrong address, resulting in losses for our business.",0
What can I do if a gym membership provider refuses to fix a recurring problem despite my numerous complaints and follow-ups?,2
Someone created a fake gaming tournament page using our brand name to collect entry fees from participants.,4
My cousin wants to understand inheritance rights for a child born after their father's passing.,5
"I paid for food delivery subscription, but the quality of service has been extremely poor and far below what was promised at the time of signing up.",2
"My spouse and I follow different religious practices, and we want guidance on marriage-related legal matters.",5
I discovered that a government-run institution has been monitoring my personal communications without informing me or obtaining proper authorization.,1
I believe I was denied a government tender unfairly because of my caste background rather than merit.,1
I want to know if gratuity nominee details can be changed after submission to the employer.,6
My cousin's shop lost customers after a rival trader circulated false claims about pricing malpractice.,0
I want to seek maintenance arrears since my husband has failed to pay for the last several months.,5
"My sofa set developed a fault under guarantee, but the seller is insisting I pay labour charges which were supposed to be covered.",2
"My chimney delivery has been delayed by nearly three weeks now, and the tracking page has not updated in days.",2
I discovered that a state-run school has been monitoring my personal communications without informing me or obtaining proper authorization.,1
Can I take action against a company that keeps ignoring my written complaints about their defective water heater?,2
The courier company delivered my smartwatch in a badly damaged condition and is denying responsibility for the mishandling.,2
The company is refusing to honour the warranty on my mobile phone saying I did not register it online within a specific time.,2
My employer is discriminating against me based on my age when it comes to promotions and new projects.,6
I want to know if seasonal workers are entitled to the same minimum wage as regular employees.,6
I want to know if a family member who contested the will loses their right to any inheritance.,5
I was detained briefly for raising slogans against a government policy during a peaceful demonstration in Bhopal.,1
A government office in Ranchi is treating me differently from other applicants purely because of my community background.,1
My private online journaling entries were exposed after the app's servers were reportedly compromised.,4
My manager keeps denying my sick leave requests despite valid medical certificates.,6
"My relative gave money to an agent for a property deal, but he used it for his own purposes.",3
My private conversation from a language exchange app was screenshotted and shared without consent.,4
A local council denied permission for a public seminar discussing a sensitive policy topic without giving valid grounds.,1
My employer transferred me to an undesirable location shortly after I raised a workplace complaint.,6
A group trespassed into our warehouse premises and damaged the boundary fencing.,3
The seller of a housing plot took an advance from me and later sold the same property to someone else.,7
My ex-husband wants to change the agreed visitation schedule without consulting me first.,5
My cousin's friend borrowed a considerable sum for his son's admission and has yet to repay any part.,0
"I was fired for taking sick leave, even though I had submitted a valid medical certificate.",6
"An advertisement claimed my electric kettle had a special feature, but after buying it I discovered that claim was completely false.",2
A gang has been operating an unauthorized toll collection point on a public road.,3
"My landlord wants to sell the duplex house I am renting, and I want to know how this affects my current tenancy rights.",7
"My relative lent money to a shopkeeper for expanding his business, and repayment has been delayed for years.",0
The platform is not allowing me to cancel my DTH television subscription despite the terms clearly stating I can cancel anytime.,2
My relative is being threatened by the accused's family to change his witness statement in court.,3
Someone secretly recorded a woman changing clothes in a public changing room without her knowledge.,3
My husband wants to enroll our son in a religious school against my wishes after our divorce.,5
"My files suddenly became inaccessible, and a note appeared demanding payment to restore them.",4
My private online dance class recordings were leaked and circulated without my permission.,4
"I want a replacement for my faulty ceiling fan, but a roadside shop keeps sending a technician instead of giving me a new unit as promised.",2
My tenant has sublet my residential plot to another person without asking for my permission as the owner.,7
I want to challenge a rule barring certain citizens from applying for government housing schemes based on unclear eligibility criteria.,1
An online trading platform for cryptocurrency shut down suddenly after collecting deposits from users.,4
"A group is impersonating a government agency online to collect people's personal information, how do I report this?",4
My employer denied maternity leave benefits despite my having worked there for over a year.,6
How do I legally establish my ownership over an independent house that has been in dispute with a family member for years?,7
I want to know if domestic workers have any legal protection against sudden termination.,6
I want to claim compensation for damage caused when a delivery vehicle reversed into my shop's entrance.,0
Someone slipped something into my drink at a party and I woke up feeling extremely unwell the next day.,3
My husband wants his children from his first marriage to inherit equally alongside our children together.,5
We were told to come back later when we tried to file an FIR about an assault.,3
"My digital signature was misused to authorize a fraudulent document, what legal action should I take?",4
I believe a public sector employer is discriminating against me on the basis of my gender while processing my application.,1
A group broke into our school and stole computers and other equipment from the office.,3
Someone broke the glass panels of our showroom during a protest that turned violent.,3
"My broadband connection has had frequent outages for weeks, but the internet provider keeps billing me the full monthly amount.",2
A government department refused to update my official records to reflect a change I am constitutionally entitled to make.,1
"I resigned from my job, but my employer is refusing to release my final month's salary.",6
I want to seek a residence order to remain in our shared home despite my husband's abusive behaviour.,5
I want to know if my company can withhold my last salary due to unreturned office equipment.,6
"My husband and I have mutually agreed to end our marriage, and we want to know the process for a mutual consent divorce.",5
"I want to cancel my credit card service within the free trial period, but the company keeps making it impossible to actually cancel.",2
I want to know if my company can deduct salary for being a few minutes late occasionally.,6
I was detained briefly for raising slogans against a government policy during a peaceful demonstration in Lucknow.,1
A scrap dealer was found in possession of copper wiring reported stolen from a construction site.,3
My employer is asking gig workers to accept lower rates without any prior negotiation opportunity.,6
"My father wants to claim maintenance despite owning some property, since he has no regular income.",5
I want compensation from a contractor whose faulty electrical work caused a short circuit in my shop.,0
I want to formally partition an inherited residential bungalow that is currently held jointly with my paternal uncle.,7
My relative took money from me for a car purchase and never delivered the vehicle as promised.,0
I want to know how to stop a former associate from using proprietary business processes we developed together.,0
A local council denied permission for citizens to erect a memorial for victims of a past tragedy in a public space.,1
A public authority cancelled my previously approved permit without giving me any opportunity to respond to their concerns.,1
"I purchased a gaming console from an online marketplace, and it turned out to be a counterfeit copy of the original branded product.",2
"My DTH television subscription auto-renewed without my consent, and the company charged my card despite me never approving the renewal.",2
A former partner is using our jointly developed business model to start a competing venture.,0
"Someone created a second Instagram account pretending to be me and is messaging my friends, what can I do?",4
"The state transport authority rejected my application without giving any reasons, and I believe this decision was completely arbitrary.",1
Someone forcibly stopped a rickshaw and assaulted the driver over a fare disagreement.,3
I need guidance on getting my money back after an OTT streaming subscription provider failed to deliver what was promised in the contract.,2
"My wife and I disagree about how to handle finances within our marriage, causing frequent conflicts.",5
Someone was caught with a bundle of counterfeit notes at a local grocery store.,3
I was charged a hefty cancellation fee for a matrimonial site subscription even though I cancelled well within the allowed free cancellation period.,2
My private drawing tutorials were repackaged and sold on another platform without credit.,4
"I purchased a warehouse property, but the mutation of records in my name has still not been completed by the local authorities.",7
Someone stole an entire consignment of goods from our delivery truck while it was parked overnight.,3
My workplace laptop appears to have tracking software installed that was never disclosed to employees.,4
Someone accessed my private expense tracking app and exposed my spending details publicly.,4
I want to know if probation extension without valid reason is a fair employment practice.,6
"My treadmill caught fire due to a wiring fault, and the manufacturer is refusing to accept any responsibility for the damage caused.",2
I was dismissed from my job right after I raised concerns about unsafe working conditions.,6
A man was caught trying to break the lock of a two-wheeler parked outside our building.,3
"I bought an ancestral house years ago, but now a stranger has shown up claiming they are the actual owner of the land.",7
"Someone tried to poison our family dog, and we believe it is connected to a property dispute with a neighbour.",3
I want to cancel a sale deed for an agricultural land because I later discovered the seller had misrepresented facts about the land.,7
I want to know if agricultural land can be legally converted for residential use in Chennai without violating any rules.,7
A person threatened my father with a sickle during a dispute over cattle grazing rights.,3
I want to know my options after being sold a treadmill that turned out to be completely different from what was advertised.,2
My landlord is trying to evict me from my rented commercial shop without giving proper notice as required under the rental agreement.,7
My uncle is claiming ownership of our housing plot even though it was registered solely in my father's name.,7
My father has been occupying the entire ancestral row house and refuses to let other family members access their share.,7
I want to understand my rights if my employer delays severance payment after confirming layoffs.,6
I want to understand whether the state can restrict access to a public library based on a person's community background.,1
A child was left unattended and injured due to negligence at a private daycare centre.,3
A group of men vandalised our shop after we refused to pay them extortion money.,3
I want to seek custody of my niece and nephew since their parents are unable to care for them.,5
Someone attempted to forcibly remove a woman's clothing during a scuffle at a market.,3
"My husband left me without any explanation, and I want to explore my legal options to bring him back.",5
A group of men forcibly entered our warehouse at night and threatened the night guard before stealing goods.,3
"The technician sent for car servicing did a careless job, and now the underlying problem has actually gotten worse than before.",2
"We have no children and no property disputes, so we want a simple mutual consent divorce.",5
My warehouse property title shows an old encumbrance that was supposed to have been cleared years ago but was never updated.,7
"After returning a wrongly delivered smart TV, the courier picked it up, but the platform is not issuing my refund despite several reminders.",2
"I want to contest a will that excludes me entirely, despite being a legitimate heir.",5
I want to know whether a gift deed for an office space can be legally cancelled once it has already been registered.,7
I want to understand if my company can pass over me for growth opportunities without valid reasons.,6
"My electric scooter caught fire due to a wiring fault, and the manufacturer is refusing to accept any responsibility for the damage caused.",2
My spouse has not paid maintenance for the last six months despite repeated reminders.,5
I want to know if reserving certain government posts exclusively for one community without any rational basis is constitutionally valid.,1
My company changed my role to exclude overtime pay without informing me in advance.,6
"I was not allowed to consult a lawyer while in police custody, and I want to know if this violates my rights.",1
My wife wants to live separately but is not ready to file for divorce yet.,5
A district authority denied my request to access court proceedings that should be open to the public under normal circumstances.,1
I believe a government recruitment notification unfairly excludes candidates from a particular state without any reasonable justification.,1
"The district collector's office rejected my application without giving any reasons, and I believe this decision was completely arbitrary.",1
I want to know if my employer can mandate work travel without prior notice or consent.,6
"My photographs from a professional shoot were used commercially without my permission, is this a violation?",4
A government hospital is preventing me from practicing my trade in a public market without giving any valid legal reason.,1
I want to stop a lower authority from proceeding further with a matter that I believe falls outside their jurisdiction.,1
"My geyser delivery has been delayed by nearly three weeks now, and the tracking page has not updated in days.",2
"I was promised a one-year guarantee on my washing machine, but now the shopkeeper says the guarantee card I have is not valid.",2
I want to know the process for recovering money advanced to a supplier who never delivered the goods.,0
I want to understand penalties applicable to employers who fail to deposit provident fund on time.,6
I want to know how to reclaim possession of my duplex house from squatters who moved in without my permission.,7
"Someone is forcing my brother to pay a monthly amount, threatening to expose false information about him.",3
A contractor took advance payment for renovation work and disappeared without doing any of the work.,3
My cousin's business partner borrowed personal funds for company expenses and refuses to return them.,0
"My social media account was reported and banned falsely by a group of trolls, can I take legal action?",4
I want to challenge a government policy that seems to treat citizens from certain states differently without any reasonable justification.,1
A group threatened our watchman and stole diesel from generators kept at a construction site.,3
"My cousin's supplier changed payment terms unilaterally, ignoring the conditions agreed upon in our contract.",0
A group of anonymous accounts keeps sending me insulting messages about my weight and looks.,4
A public authority is restricting movement of pilgrims to a religious site without providing a reasonable explanation.,1
I believe a government department is discriminating against me on the basis of my gender while processing my application.,1
I want to seek a court's intervention since my ex-partner plans to relocate our daughter to another state.,5
Someone gained control of my professional page and is posting content that misrepresents my brand.,4
What are my constitutional options if a government authority in Ludhiana continues to ignore my legitimate grievance?,1
I want to understand the standard timeline for receiving a relieving letter after resignation.,6
I want to understand if my employment contract's non-compete clause is enforceable after I resign.,6
A supplier is refusing to issue a formal invoice despite receiving full payment for the goods delivered.,0
I want to understand how courts balance parental rights with grandparents' requests for visitation.,5
"Someone hacked my Instagram account and is posting weird stuff, what should I do?",4
"Someone hacked into my email and is sending fake requests to my contacts for money, how do I report this?",4
"The district collector's office is failing to fulfil a basic constitutional duty owed to citizens in my area, and I want to act on this.",1
A public authority denied my request to challenge an administrative decision through the appropriate internal appeal process.,1
"My laptop has been behaving strangely, and I suspect a hidden program is tracking my activity.",4
The mutation entry for my residential plot still shows my late father's name even though I am the legal heir now.,7
My relatives are disputing the authenticity of a will presented after our uncle's sudden passing.,5
I need to understand my legal right of way over a narrow strip of land that connects my village land to the main road.,7
I want to understand my options since my in-laws are pressuring me to have children before I am ready.,5
"A builder used cheaper materials than specified in our written construction agreement, affecting the building's quality.",0
I want to question the legal authority of a person who has been appointed to hold a public office in Ahmedabad.,1
"My neighbour has slowly encroached onto my land over the years, and now a portion of my ancestral house is being used by them.",7
My relative was locked inside a store room by his employer after being accused of theft.,3
I want to know if my employer can reject leave applications without providing valid reasons.,6
What is the correct legal process to transfer a warehouse property from my father's name to my name after his death?,7
I want to understand how many earned leaves I am entitled to under standard employment practices.,6
A public authority is denying a community access to a shared water source that has been used for generations.,1
My neighbour's son disappeared after meeting someone he had been chatting with online for weeks.,3
My private podcast recording was leaked before its official release date without my consent.,4
"My ex keeps creating new accounts to message me even after I block him, how do I stop this?",4
A person created a fake customer verification email using our streaming service's name to steal login details.,4
A person borrowed farming equipment from my father and has refused to return it for over a year.,0
I want to understand my stepchildren's rights within our family after my remarriage.,5
My employer withheld wages from an entire shift of workers due to a production shortfall.,6
"An advertisement claimed my motorbike had a special feature, but after buying it I discovered that claim was completely false.",2
A person hired me for event decoration but is now refusing to pay the final installment.,0
"My social media account got suspended after being mass-reported by a group of trolls, what legal options exist?",4
My husband and I married abroad and now want to register our marriage in India as well.,5
Someone reported that a group is illegally cutting down protected trees in the nearby forest area.,3
"My landlord wants to sell the office space I am renting, and I want to know how this affects my current tenancy rights.",7
I want to know if employment bonds are enforceable if I want to leave my job early.,6
My uncle was struck with a helmet during a scuffle at a fuel station over queue jumping.,3
My office space was demolished by local authorities citing an old land dispute that I was never properly informed about.,7
I found out that the property card for my small plot contains an error regarding the boundaries of the plot.,7
A person threatened to burn down our shop if we didn't withdraw our complaint against him.,3
My father wants to claim maintenance from all his children collectively rather than from just one of us.,5
A relative promised in writing to transfer shares of a family business but has failed to complete the process.,0
"I repaid my home loan in full, but the bank is delaying the release of my urban plot documents from the mortgage.",7
I want to know if family court decisions regarding maintenance can be appealed later.,5
"A person is threatening to report false content against my social media account to get it banned, what can I do?",4
"I repaid my home loan in full, but the bank is delaying the release of my residential plot documents from the mortgage.",7
An unknown person is using my old passport photo to open fake social media accounts.,4
"My neighbour plays loud music every night, and it has become unbearable despite repeated requests to stop.",0
An elderly neighbour was last seen near the railway station and has not been found since.,3
I believe the state transport authority is discriminating against me on the basis of my gender while processing my application.,1
My relative's business partner is refusing to honour a written agreement about splitting company assets.,0
"The company agreed to replace my damaged pair of wireless earphones, but it has been over a month and I have not received the replacement yet.",2
My bank charged me an unexplained maintenance fee on my account despite my balance always being above the required minimum.,2
My relative's newly installed borewell motor was deliberately damaged by an unknown person.,3
I want to know whether the state can restrict citizens from criticizing a public official through peaceful means.,1
I want to know if siblings are typically kept together during custody decisions.,5
"I was sold a gas stove under the false claim that it was imported, but later I found out it was locally manufactured.",2
"The bank is threatening to take possession of my commercial shop over a loan default, and I want to know my rights.",7
"A salesperson promised free accessories with my pair of running shoes purchase, but the store later refused to give any of those promised items.",2
My spouse claims our marriage is invalid because certain religious customs were not followed.,5
Some men in our area are allegedly running an organized racket of stealing and reselling stolen mobile phones.,3
Someone tried to strangle my sister during a heated argument at her workplace.,3
My relative's business partner refuses to attend meetings required for finalizing the partnership's dissolution.,0
A company breached our advertising contract by not publishing our promotional content as agreed.,0
I want to know if irregular shift scheduling without notice violates standard employment practices.,6
I want to know how to address ongoing demands from my husband's family related to wedding expenses.,5
"My wife allows me to see our children only for a few hours each month, which feels insufficient.",5
My duplex house was demolished by local authorities citing an old land dispute that I was never properly informed about.,7
My relative's shop suffered losses after a supplier delayed a critical shipment during the festive season.,0
I want to know if temporary workers can claim compensation for wrongful termination like permanent employees.,6
My employer denies fair compensation for workers required to operate multiple machines simultaneously.,6
"Despite paying full charges for airline ticket booking, I have been receiving highly unsatisfactory and inconsistent service for weeks now.",2
A local administration denied permission for citizens to display artwork critical of a government policy in a public space.,1
"My neighbour has planted trees right along the shared boundary, and I believe this actually encroaches onto my piece of land.",7
"My dishwasher stopped working under warranty, and the brand is asking me to bear the cost of spare parts, which seems unfair.",2
A construction company failed to complete our warehouse project within the timeline mentioned in the contract.,0
I want to question the legal authority of a person who has been appointed to hold a public office in Bhopal.,1
"My insurer is taking unusually long to process my claim, and customer support is not giving me any clear update or reason.",2
A local council passed a resolution restricting a minority group's access to a public burial ground without valid justification.,1
My business partner is refusing to honour a written agreement about splitting costs for shared office space.,0
I need guidance on getting my money back after a travel package booking provider failed to deliver what was promised in the contract.,2
My employer is treating my internship as unpaid despite the offer letter mentioning a fixed stipend.,6
A person was seen threatening a witness outside the courtroom before the hearing began.,3
My employer is disputing my eligibility for pension despite years of consistent service.,6
I want to divorce my wife because she left the matrimonial home without any explanation.,5
I want to know how interfaith marriages are registered when both parties want to retain their own religions.,5
"My landlord wants to sell the piece of land I am renting, and I want to know how this affects my current tenancy rights.",7
"Someone published false statements about my business in a local newspaper, damaging my reputation and sales.",0
I want to know whether the state can restrict access to a public riverbank for citizens performing traditional rituals.,1
My duplex house was used as collateral for a loan taken by a family member who has now defaulted on the repayment.,7
I want to know how to legally divide an ancestral ancestral house among four siblings who all have equal claims.,7
I want to know if seasonal factory workers have the same rights as permanent employees.,6
My employer is not paying overtime despite requiring me to work beyond agreed hours regularly.,6
A contractor is demanding payment for extra work that was never approved or agreed upon in writing.,0
"The camera I purchased has a manufacturing defect, but the brand's customer care keeps closing my complaint ticket without resolving it.",2
My software code was copied and published by another developer as their own project.,4
My tenant is causing damage to my piece of land and refuses to pay for the repairs despite the terms of our lease.,7
I want to challenge a rule preventing citizens from a certain profession from contesting local body elections.,1
I want to challenge a new rule that prevents our community from running an educational institution based on our own values.,1
My relative wants to understand her options if she disagrees with a family court's initial custody ruling.,5
"A recently introduced regulation seems to unfairly target a specific group of citizens, and I want to question its fairness.",1
I found out that the property card for my office space contains an error regarding the boundaries of the plot.,7
I want to know the eligibility requirements for adopting a child as a single parent.,5
A cleaning agency failed to provide the promised staff for our office despite a signed service agreement.,0
My cousin wants to formally adopt her partner's child even though they are not legally married.,5
A fraudster created a fake identity to rent a flat and then vanished without paying rent for months.,3
I want to understand my rights if my ex-spouse makes major decisions about our children without consulting me.,5
Someone impersonated a court official to scare my father into paying money for a fake case settlement.,3
"I cancelled my online tuition course weeks ago, yet the company continues to deduct the monthly amount from my card.",2
"I am a tenant, and my landlord is trying to increase my rent far beyond what was originally agreed in our lease.",7
"A government authority blocked my social media post criticizing a public policy, and I want to challenge this as censorship.",1
My relative suffered a fractured arm after being pushed and beaten by a group during a protest.,3
I want to challenge a government notice restricting citizens from organizing a peaceful rally to mark an important anniversary.,1
My husband is refusing to include our jointly owned property in our divorce settlement discussions.,5
I want to question the legal authority of a person who has been appointed to hold a public office in Mumbai.,1
"My relative's spouse left the matrimonial home, and she wants to know her legal options moving forward.",5
Someone was caught with a stolen laptop that matched the description reported in a recent burglary.,3
I want to know how judicial separation differs from divorce in terms of our legal status.,5
I want to know my rights after being terminated during my probation period without any explanation.,6
My neighbour has started unauthorized construction that extends into my duplex house without any legal sanction.,7
"The sewing machine I purchased has a manufacturing defect, but the brand's customer care keeps closing my complaint ticket without resolving it.",2
Someone is using stolen photos from my private album to catfish people on a dating app.,4
"I cancelled my matrimonial site subscription weeks ago, yet the company continues to deduct the monthly amount from my card.",2
I want to know if non-compete clauses apply equally to all levels of employees within a company.,6
My business partner disclosed our trade secrets to a competitor despite signing a confidentiality agreement.,0
My employer denies leave requests for remote employees more frequently than for office-based staff.,6
My private online book club discussions were screenshotted and circulated outside the group.,4
My father is claiming ownership of our piece of land even though it was registered solely in my father's name.,7
I want to know whether the state can restrict citizens' right to relocate to another state for employment reasons.,1
"The technician sent for AC repair service did a careless job, and now the underlying problem has actually gotten worse than before.",2
Someone accessed my smart car app and is tracking my vehicle's location without my permission.,4
My bill for mobile network connection included several unexplained charges that were never disclosed to me at the time of signing up.,2
An unauthorized person modified pricing information on our online store without informing anyone.,4
"I purchased a mobile phone from an online marketplace, and it turned out to be a counterfeit copy of the original branded product.",2
"I have raised the same complaint about my electric scooter multiple times, but customer support keeps closing the ticket without resolving anything.",2
"My child was asked to share personal photos by a stranger on a gaming app, what should we do?",4
"A person is temporarily storing construction material on our land without permission, and we want it removed.",0
A public authority restricted my movement citing preventive reasons without formally arresting me or informing me of specific grounds.,1
I signed a contract with a printing press that failed to deliver materials on time for an event.,0
My workplace lacks basic safety equipment despite handling hazardous materials regularly.,6
I need guidance on getting my money back after a life insurance policy provider failed to deliver what was promised in the contract.,2
A business partner is holding company documents and refusing to hand them over after our partnership ended.,0
I want to know if fraud during marriage negotiations can be grounds for annulment.,5
Someone used forged mark sheets to get admission in a college under a fake identity.,3
"I signed a lease agreement for an office space, but the landlord is now demanding an increase in rent before the agreed term.",7
I want to recover payment for goods supplied to a client who is disputing the quantity delivered.,0
A local authority barred entry of certain citizens into a public market based on unclear and possibly discriminatory criteria.,1
A public authority is denying access to a government archive that citizens are constitutionally entitled to consult.,1
I disagree with the government's valuation of my small plot that was used to calculate the stamp duty for registration.,7
A stranger set up an account with my display picture and bio to trick my followers into believing it is me.,4
My business partner is delaying necessary approvals needed to complete a pending client project.,0
I want to challenge a government notice that seems to unfairly target a particular linguistic community within the state.,1
I want to understand how courts handle custody disputes when one parent has a demanding work schedule.,5
"My neighbour has slowly encroached onto my land over the years, and now a portion of my vacant plot is being used by them.",7
"An advertisement claimed my mobile phone had a special feature, but after buying it I discovered that claim was completely false.",2
Someone created duplicate keys to enter our warehouse and steal stock over several weeks.,3
My neighbour is disputing the ownership of a small strip of land that has always been part of my residential plot.,7
I want to seek my child's return since my ex-husband took them overseas without my knowledge or consent.,5
"I signed a sale agreement for a farmhouse, but the seller is now backing out of the deal after receiving my token amount.",7
What are my constitutional options if a government authority in Patna continues to ignore my legitimate grievance?,1
What are my constitutional options if a government authority in Mumbai continues to ignore my legitimate grievance?,1
My relative wants to secure visitation rights with her grandchildren despite ongoing tension with their parents.,5
A gang has been forcing local traders to buy goods only from their suppliers under threat.,3
A group pelted stones at our house causing damage to the roof and windows.,3
A witness in a criminal trial has gone missing right before he was scheduled to testify.,3
My private notes shared on a cloud folder for a project were leaked to a competing firm.,4
My cousin is claiming ownership of our residential bungalow even though it was registered solely in my father's name.,7
A person took payment for organizing a private event but cancelled without providing any refund.,0
I want to know if resigning due to health reasons affects my gratuity eligibility calculation.,6
"My husband's family kept our marriage hidden from me for years due to religious differences, and I want an annulment.",5
"We want to formally separate while remaining married for religious reasons, what is the process.",5
A group of men assaulted my son near the college gate over a minor argument about parking.,3
How can I legally challenge a state-run school for violating my fundamental rights while carrying out their official duties?,1
A group of strangers online organized a campaign to repeatedly flag and suspend my legitimate business account.,4
My employer pays salary in cash and refuses to provide any written proof of payment.,6
My employer denies fair wages to skilled workers compared to unskilled labour doing similar tasks.,6
"My husband threatens me whenever I raise concerns about our marriage, and I want to understand my legal protections.",5
My relative's tenant damaged the shop's flooring and is refusing to pay for the necessary repairs.,0
I discovered that a village panchayat has been monitoring my personal communications without informing me or obtaining proper authorization.,1
My bill for furniture rental service included several unexplained charges that were never disclosed to me at the time of signing up.,2
"My inverter battery is still within the warranty period, but the service centre is asking me to pay for a repair that should be free.",2
My relative's motorcycle was found abandoned with parts missing after being reported stolen weeks ago.,3
I recently discovered that the title documents for my piece of land may have been forged by a previous owner.,7
A group of men entered our compound and threatened the watchman before attempting a robbery.,3
My uncle received a call demanding money in exchange for not damaging his newly built house.,3
"A stranger is asking my teenage daughter to meet in person after chatting online, what legal steps can we take?",4
"My credit card details were stolen and misused online, what should my next step be?",4
My uncle's shop shutter was dented with an iron rod during a night-time altercation.,3
"My husband abandoned our home, and I want legal guidance on my options to resolve this within our marriage.",5
My cousin was harassed with lewd comments by a group of men on a public street.,3
The company is refusing to honour the warranty on my gaming console saying I did not register it online within a specific time.,2
"A supplier delivered goods that did not meet the agreed specifications, causing losses to my business.",0
My cousin's business partner is withholding important licenses required to continue their joint venture legally.,0
A person I rejected keeps creating new accounts to track and message me across different platforms.,4
The construction on my land was done without my permission by a developer who claims to have separate rights over the property.,7
"The local authorities have issued a demolition notice for my village land, and I want to challenge it legally.",7
